699.675	-624.105
699.845	-619.622
700.014	-614.531
700.183	-609.414
700.353	-604.878
700.523	-600.308
700.693	-595.738
700.862	-590.538
701.032	-585.921
701.202	-581.276
701.372	-576.620
701.543	-572.489
701.713	-567.802
701.883	-563.080
702.054	-558.894
702.224	-554.145
702.395	-549.921
702.565	-545.130
702.736	-540.876
702.907	-536.596
703.078	-532.297
703.249	-527.984
703.420	-523.650
703.591	-519.298
703.762	-514.936
703.934	-511.060
704.105	-506.668
704.276	-502.249
704.448	-498.328
704.620	-494.387
704.791	-489.917
704.963	-485.942
705.135	-481.940
705.307	-477.925
705.479	-473.887
705.651	-469.842
705.824	-466.249
705.996	-462.166
706.168	-458.068
706.341	-454.426
706.514	-450.776
706.686	-446.633
706.859	-442.947
707.032	-439.243
707.205	-435.529
707.378	-431.797
707.551	-428.055
707.724	-424.294
707.897	-420.527
708.071	-417.181
708.244	-413.381
708.418	-410.008
708.591	-406.182
708.765	-402.773
708.939	-399.361
709.112	-395.496
709.286	-392.056
709.460	-388.600
709.635	-385.528
709.809	-382.050
709.983	-378.547
710.157	-375.039
710.332	-371.912
710.506	-368.374
710.681	-365.228
710.856	-362.061
711.031	-358.888
711.205	-355.299
711.380	-352.102
711.555	-348.896
711.731	-346.038
711.906	-342.811
712.081	-339.563
712.257	-336.674
712.432	-333.411
712.608	-330.501
712.783	-327.219
712.959	-324.292
713.135	-321.353
713.311	-318.402
713.487	-315.444
713.663	-312.476
713.839	-309.494
714.015	-306.519
714.192	-303.862
714.368	-300.861
714.545	-298.186
714.721	-295.167
714.898	-292.477
715.075	-289.772
715.252	-287.059
715.429	-284.338
715.606	-281.607
715.783	-278.867
715.960	-276.117
716.137	-273.363
716.315	-270.910
716.492	-268.134
716.670	-265.661
716.848	-263.182
717.025	-260.386
717.203	-257.888
717.381	-255.383
717.559	-252.870
717.737	-250.353
717.915	-247.834
718.094	-245.583
718.272	-243.052
718.451	-240.794
718.629	-238.251
718.808	-235.977
718.987	-233.705
719.165	-231.142
719.344	-228.857
719.523	-226.556
719.702	-224.258
719.882	-222.203
720.061	-219.896
720.240	-217.570
720.420	-215.497
720.599	-213.162
720.779	-211.078
720.958	-208.727
721.138	-206.628
721.318	-204.518
721.498	-202.400
721.678	-200.271
721.858	-198.141
722.039	-196.240
722.219	-194.093
722.399	-191.941
722.580	-190.017
722.761	-188.090
722.941	-185.916
723.122	-183.978
723.303	-182.031
723.484	-180.082
723.665	-178.126
723.846	-176.173
724.027	-174.215
724.209	-172.469
724.390	-170.508
724.572	-168.752
724.753	-166.786
724.935	-165.029
725.117	-163.262
725.299	-161.496
725.481	-159.728
725.663	-157.954
725.845	-156.178
726.027	-154.399
726.209	-152.616
726.392	-151.025
726.574	-149.235
726.757	-147.636
726.940	-146.028
727.123	-144.420
727.305	-142.616
727.488	-140.999
727.671	-139.376
727.855	-137.926
728.038	-136.296
728.221	-134.659
728.405	-133.193
728.588	-131.548
728.772	-130.073
728.956	-128.596
729.139	-126.937
729.323	-125.455
729.507	-123.965
729.691	-122.474
729.876	-121.146
730.060	-119.657
730.244	-118.161
730.429	-116.828
730.613	-115.333
730.798	-113.996
730.983	-112.659
731.168	-111.324
731.352	-109.831
731.538	-108.636
731.723	-107.296
731.908	-105.948
732.093	-104.607
732.279	-103.402
732.464	-102.051
732.650	-100.842
732.835	-99.487
733.021	-98.273
733.207	-97.057
733.393	-95.834
733.579	-94.610
733.765	-93.381
733.951	-92.155
734.138	-91.048
734.324	-89.814
734.511	-88.705
734.697	-87.460
734.884	-86.338
735.071	-85.211
735.258	-84.080
735.445	-82.938
735.632	-81.792
735.819	-80.643
736.006	-79.496
736.194	-78.463
736.381	-77.305
736.569	-76.267
736.757	-75.228
736.944	-74.062
737.132	-73.014
737.320	-71.966
737.508	-70.915
737.696	-69.860
737.885	-68.910
738.073	-67.849
738.261	-66.787
738.450	-65.829
738.639	-64.868
738.827	-63.793
739.016	-62.819
739.205	-61.844
739.394	-60.871
739.583	-59.915
739.772	-58.978
739.962	-58.124
740.151	-57.174
740.341	-56.316
740.530	-55.371
740.720	-54.529
740.910	-53.680
741.100	-52.832
741.290	-51.986
741.480	-51.265
741.670	-50.369
741.860	-49.414
742.051	-48.532
742.241	-47.545
742.432	-46.639
742.622	-45.636
742.813	-44.718
743.004	-43.796
743.195	-42.880
743.386	-41.970
743.577	-41.067
743.768	-40.186
743.960	-39.403
744.151	-38.545
744.343	-37.748
744.534	-36.882
744.726	-36.112
744.918	-35.360
745.110	-34.623
745.302	-33.908
745.494	-33.223
745.687	-32.626
745.879	-31.973
746.071	-31.317
746.264	-30.717
746.457	-30.126
746.649	-29.477
746.842	-28.897
747.035	-28.321
747.228	-27.760
747.421	-27.204
747.614	-26.661
747.808	-26.175
748.001	-25.648
748.195	-25.184
748.388	-24.679
748.582	-24.240
748.776	-23.818
748.970	-23.410
749.164	-23.023
749.358	-22.672
749.552	-22.349
749.747	-22.100
749.941	-21.854
750.136	-21.676
750.330	-21.507
750.525	-21.410
750.720	-21.343
750.915	-21.311
751.110	-21.294
751.305	-21.289
751.501	-21.306
751.696	-21.281
751.891	-21.227
752.087	-21.175
752.283	-21.086
752.478	-20.938
752.674	-20.788
752.870	-20.612
753.066	-20.413
753.262	-20.192
753.459	-19.981
753.655	-19.715
753.852	-19.462
754.048	-19.152
754.245	-18.859
754.442	-18.539
754.639	-18.197
754.836	-17.834
755.033	-17.441
755.230	-17.029
755.427	-16.588
755.625	-16.175
755.822	-15.713
756.020	-15.296
756.217	-14.843
756.415	-14.442
756.613	-14.051
756.811	-13.673
757.009	-13.306
757.208	-12.977
757.406	-12.625
757.604	-12.280
757.803	-11.970
758.002	-11.664
758.200	-11.338
758.399	-11.045
758.598	-10.758
758.797	-10.480
758.996	-10.214
759.196	-9.978
759.395	-9.734
759.595	-9.513
759.794	-9.286
759.994	-9.079
760.194	-8.882
760.394	-8.693
760.594	-8.505
760.794	-8.321
760.994	-8.141
761.194	-7.962
761.395	-7.802
761.595	-7.625
761.796	-7.458
