761.997	-7.290
762.198	-7.123
762.399	-6.948
762.600	-6.765
762.801	-6.580
763.002	-6.379
763.203	-6.173
763.405	-5.974
763.607	-5.765
763.808	-5.524
764.010	-5.292
764.212	-5.052
764.414	-4.808
764.616	-4.559
764.818	-4.313
765.021	-4.093
765.223	-3.860
765.426	-3.657
765.628	-3.445
765.831	-3.261
766.034	-3.086
766.237	-2.922
766.440	-2.765
766.643	-2.621
766.847	-2.498
767.050	-2.363
767.254	-2.255
767.457	-2.135
767.661	-2.032
767.865	-1.939
768.069	-1.843
768.273	-1.756
768.477	-1.669
768.681	-1.587
768.886	-1.515
769.090	-1.440
769.295	-1.374
769.500	-1.308
769.705	-1.244
769.909	-1.178
770.115	-1.124
770.320	-1.064
770.525	-1.010
770.730	-0.953
770.936	-0.904
771.141	-0.852
771.347	-0.807
771.553	-0.759
771.759	-0.716
771.965	-0.671
772.171	-0.627
772.377	-0.582
772.584	-0.546
772.790	-0.508
772.997	-0.474
773.203	-0.434
773.410	-0.398
773.617	-0.365
773.824	-0.331
774.031	-0.298
774.239	-0.270
774.446	-0.237
774.653	-0.209
774.861	-0.179
775.069	-0.155
775.277	-0.130
775.485	-0.105
775.693	-0.079
775.901	-0.056
776.109	-0.033
776.317	-0.010
776.526	0.008
776.734	0.031
776.943	0.050
777.152	0.069
777.361	0.082
777.570	0.098
777.779	0.113
777.988	0.126
778.198	0.139
778.407	0.151
778.617	0.164
778.826	0.170
779.036	0.179
779.246	0.188
779.456	0.193
779.666	0.199
779.877	0.202
780.087	0.208
780.298	0.207
780.508	0.211
780.719	0.208
780.930	0.206
781.141	0.205
781.352	0.199
781.563	0.197
781.774	0.192
781.986	0.186
782.197	0.176
782.409	0.168
782.621	0.160
782.833	0.150
783.045	0.142
783.257	0.130
783.469	0.112
783.681	0.099
783.894	0.088
784.106	0.070
784.319	0.056
784.532	0.038
784.745	0.020
784.958	0.003
785.171	-0.016
785.384	-0.034
785.598	-0.055
785.811	-0.077
786.025	-0.095
786.238	-0.119
786.452	-0.142
786.666	-0.166
786.880	-0.189
787.095	-0.213
787.309	-0.235
787.523	-0.263
787.738	-0.288
787.952	-0.317
788.167	-0.342
788.382	-0.372
788.597	-0.401
788.812	-0.430
789.028	-0.457
789.243	-0.488
789.458	-0.517
789.674	-0.549
789.890	-0.581
790.106	-0.611
790.322	-0.647
790.538	-0.679
790.754	-0.712
790.970	-0.748
791.187	-0.780
791.403	-0.819
791.620	-0.852
791.837	-0.887
792.053	-0.923
792.270	-0.961
792.488	-0.990
792.705	-1.029
792.922	-1.069
793.140	-1.099
793.357	-1.136
793.575	-1.173
793.793	-1.206
794.011	-1.240
794.229	-1.273
794.447	-1.305
794.666	-1.336
794.884	-1.367
795.103	-1.393
795.321	-1.422
795.540	-1.451
795.759	-1.472
795.978	-1.495
796.197	-1.521
796.417	-1.535
796.636	-1.555
796.855	-1.570
797.075	-1.582
797.295	-1.594
797.515	-1.605
797.735	-1.610
797.955	-1.618
798.175	-1.623
798.396	-1.626
798.616	-1.625
798.837	-1.627
799.058	-1.624
799.278	-1.623
799.499	-1.618
799.721	-1.615
799.942	-1.611
800.163	-1.609
800.385	-1.600
800.606	-1.594
800.828	-1.589
801.050	-1.587
801.272	-1.582
801.494	-1.578
801.716	-1.573
801.938	-1.568
802.161	-1.567
802.384	-1.564
802.606	-1.563
802.829	-1.560
803.052	-1.560
803.275	-1.561
803.498	-1.560
803.722	-1.561
803.945	-1.563
804.169	-1.565
804.392	-1.574
804.616	-1.578
804.840	-1.580
805.064	-1.589
805.289	-1.595
805.513	-1.602
805.737	-1.611
805.962	-1.619
806.187	-1.632
806.411	-1.644
806.636	-1.658
806.862	-1.667
807.087	-1.682
807.312	-1.696
807.538	-1.712
807.763	-1.730
807.989	-1.746
808.215	-1.762
808.441	-1.781
808.667	-1.799
808.893	-1.819
809.119	-1.841
809.346	-1.861
809.572	-1.885
809.799	-1.905
810.026	-1.929
810.253	-1.951
810.480	-1.979
810.707	-2.002
810.935	-2.025
811.162	-2.052
811.390	-2.077
811.618	-2.106
811.845	-2.135
812.073	-2.164
812.302	-2.192
812.530	-2.218
812.758	-2.250
812.987	-2.280
813.215	-2.314
813.444	-2.343
813.673	-2.377
813.902	-2.411
814.131	-2.443
814.360	-2.478
814.590	-2.517
814.819	-2.551
815.049	-2.587
815.279	-2.627
815.509	-2.666
815.739	-2.708
815.969	-2.748
816.199	-2.793
816.430	-2.835
816.660	-2.880
816.891	-2.923
817.122	-2.971
817.353	-3.020
817.584	-3.071
817.815	-3.121
818.047	-3.171
818.278	-3.222
818.510	-3.277
818.742	-3.332
818.974	-3.382
819.206	-3.439
819.438	-3.495
819.670	-3.548
819.902	-3.606
820.135	-3.655
820.368	-3.709
820.600	-3.762
820.833	-3.808
821.066	-3.856
821.300	-3.892
821.533	-3.934
821.767	-3.970
822.000	-4.003
822.234	-4.034
822.468	-4.059
822.702	-4.084
822.936	-4.108
823.170	-4.128
823.405	-4.148
823.639	-4.169
823.874	-4.189
824.109	-4.203
824.344	-4.230
824.579	-4.257
824.814	-4.292
825.049	-4.335
825.285	-4.374
825.520	-4.431
825.756	-4.489
825.992	-4.565
826.228	-4.650
826.464	-4.749
826.700	-4.867
826.937	-4.988
827.173	-5.140
827.410	-5.298
827.647	-5.472
827.884	-5.649
828.121	-5.821
828.358	-5.989
828.596	-6.153
828.833	-6.255
829.071	-6.462
829.309	-6.669
829.546	-6.881
829.784	-7.078
830.023	-7.258
830.261	-7.448
830.499	-7.636
830.738	-7.818
830.977	-8.003
831.216	-8.186
831.455	-8.376
831.694	-8.566
831.933	-8.759
832.173	-8.949
832.412	-9.147
832.652	-9.345
832.892	-9.542
833.132	-9.740
833.372	-9.943
833.612	-10.150
833.852	-10.353
834.093	-10.549
834.334	-10.748
834.574	-10.954
834.815	-11.151
835.056	-11.343
835.298	-11.527
835.539	-11.715
835.781	-11.887
836.022	-12.067
836.264	-12.234
836.506	-12.397
836.748	-12.561
836.990	-12.718
837.233	-12.865
837.475	-13.010
837.718	-13.134
837.960	-13.257
838.203	-13.360
838.446	-13.459
838.690	-13.539
838.933	-13.622
839.176	-13.703
839.420	-13.773
839.664	-13.840
839.908	-13.916
840.152	-14.000
840.396	-14.087
840.640	-14.187
840.885	-14.274
841.129	-14.384
841.374	-14.483
841.619	-14.586
841.864	-14.691
842.109	-14.800
842.354	-14.915
842.600	-15.029
842.846	-15.157
843.091	-15.325
843.337	-15.488
843.583	-15.665
843.829	-15.857
844.076	-16.064
844.322	-16.354
844.569	-16.573
844.816	-16.804
845.062	-17.150
845.310	-17.438
845.557	-17.662
845.804	-17.898
846.052	-18.117
846.299	-18.369
846.547	-18.604
846.795	-18.857
847.043	-19.117
847.291	-19.383
847.539	-19.658
847.788	-19.924
848.037	-20.199
848.285	-20.508
848.534	-20.801
848.783	-21.106
849.033	-21.395
849.282	-21.717
849.531	-22.054
849.781	-22.372
850.031	-22.697
850.281	-23.038
850.531	-23.386
850.781	-23.749
851.032	-24.082
851.282	-24.461
851.533	-24.822
851.784	-25.189
852.035	-25.568
852.286	-25.958
852.537	-26.362
852.789	-26.740
853.040	-27.160
853.292	-27.560
853.544	-27.969
853.796	-28.388
854.048	-28.819
854.300	-29.264
854.553	-29.679
854.805	-30.143
855.058	-30.582
855.311	-31.035
855.564	-31.496
855.817	-31.969
856.071	-32.415
856.324	-32.914
856.578	-33.383
856.832	-33.862
857.086	-34.358
857.340	-34.861
857.594	-35.382
857.849	-35.871
858.103	-36.414
858.358	-36.929
858.613	-37.450
858.868	-37.990
859.123	-38.545
859.378	-39.111
859.634	-39.643
859.890	-40.191
860.145	-40.797
